,name,worth_amount_(BUSD),country,company_sector,company_name,age,gender
2008,Mehmet Rustu Basaran,1.1,,Energy,"banking, gas",71.0,M
2009,J. Hyatt Brown,1.1,United States,Finance and Investments,insurance,80.0,M
2010,Bu Yang,1.1,,Fashion & Retail,retail,,
2011,Hideyuki Busujima,1.1,Japan,Gambling & Casinos,pachinko machines,65.0,M
2012,Cai Rongjun,1.1,,Technology,electronic components,45.0,M
2013,Cai Xiaoru,1.1,China,Technology,electronic components,38.0,M
2014,Delfin Jorge Ezequiel Carballo,1.1,,Finance and Investments,banking,65.0,M
2015,Chen Jinshi,1.1,,Real Estate,"construction, real estate",55.0,M
2016,Chen Qixing,1.1,,Technology,electronics components,58.0,M
2017,Chen Shiliang,1.1,,Manufacturing,polyester,54.0,
2018,Chen Xiaxin,1.1,China,Diversified,industrial machinery,56.0,M
2019,Manas Chiaravanond,1.1,Thailand,Diversified,diversified,,M
2020,Yupa Chiaravanond,1.1,,Diversified,diversified,,F
2021,Prathip Chiravanond,1.1,,Diversified,diversified,,M
2022,Gustavo Cisneros,1.1,,Media & Entertainment,media,73.0,
2023,Sandor Csanyi,1.1,,Diversified,"finance, real estate",65.0,M
2024,Cui Lijie,1.1,,Gambling & Casinos,gambling,60.0,F
2025,Dang Yanbao,1.1,China,Metals & Mining,coal,45.0,M
2026,Bharat Desai,1.1,,Technology,IT consulting,65.0,
2027,Joseph Edelman,1.1,United States,Finance and Investments,hedge funds,63.0,M
2028,Wolfgang Egger,1.1,Germany,Real Estate,real estate,,
2029,Andrei Filatov,1.1,,Logistics,"ports, railway transport",46.0,
2030,Paul Fireman,1.1,,Fashion & Retail,Reebok,74.0,M
2031,J. Christopher Flowers,1.1,,Finance and Investments,investments,60.0,M
2032,Fu Kwan,1.1,,Diversified,"real estate, diversified",60.0,M
2033,Sheela Gautam,1.1,India,Fashion & Retail,mattresses,86.0,F
2034,Drew Houston,1.1,United States,Technology,file hosting service,34.0,M
2035,Huang Shilin,1.1,,Energy,storage batteries,51.0,M
2036,Huang Wen Tsai,1.1,,Real Estate,real estate,64.0,M
2037,Mohammed Ibrahim,1.1,United Kingdom,Telecom,communications,72.0,
2038,Hiroshi Ishibashi,1.1,,Automotive,tires,71.0,M
2039,Bent Jensen,1.1,,Manufacturing,electric linear systems,66.0,M
2040,Chatchai Kaewbootta,1.1,,Finance and Investments,auto loans,66.0,M
2041,Jonas Kamprad,1.1,,Finance and Investments,IKEA,52.0,M
2042,Mathias Kamprad,1.1,,Finance and Investments,IKEA,48.0,M
2043,Peter Kamprad,1.1,Sweden,Finance and Investments,IKEA,54.0,M
2044,Madhu Kapur,1.1,India,Finance and Investments,banking,,
2045,Richard Kayne,1.1,,Finance and Investments,investments,72.0,
2046,Vladimir Kogan,1.1,,Diversified,banking,55.0,M
2047,Koh Wee Meng,1.1,Singapore,Real Estate,"real estate, hotels",54.0,M
2048,Koo Bon-Joon,1.1,,Technology,"electronics, household products",66.0,
2049,Lam Lung On,1.1,China,Real Estate,real estate,53.0,M
2050,Isaac Larian,1.1,United States,Manufacturing,toys,64.0,M
2051,Frank Laukien,1.1,,Manufacturing,scientific equipment,58.0,M
2052,Lee Joon-Ho,1.1,,Technology,online games,53.0,
2053,Lee Sang-Hyuk,1.1,South Korea,Technology,investments,47.0,
2054,Nancy Lerner,1.1,United States,Finance and Investments,"banking, credit cards",58.0,
2055,Norma Lerner,1.1,United States,Finance and Investments,banking,82.0,F
2056,Randolph Lerner,1.1,,Finance and Investments,"banking, credit cards",56.0,
2057,David Xueling Li,1.1,China,Technology,live streaming service,45.0,M
2058,Li Tan,1.1,China,Healthcare,pharmaceuticals,53.0,F
2059,Li Weiguo,1.1,China,Manufacturing,construction materials,53.0,M
2060,Liang Feng,1.1,China,Manufacturing,manufacturing,49.0,M
2061,Liang Guangwei,1.1,,Manufacturing,conglomerate,54.0,
2062,Liang Shezeng,1.1,China,Real Estate,real estate,86.0,M
2063,Liao Chang,1.1,,Food and Beverage,wine,52.0,M
2064,Jenny Lindén Urnes,1.1,,Manufacturing,powdered metal,47.0,F
2065,Liu Zhendong,1.1,China,Service,industrial parks,47.0,M
2066,Liu Zhiqiang,1.1,,Diversified,conglomerate,53.0,
2067,Jonathan Lu,1.1,China,Technology,e-commerce,49.0,M
2068,William Macaulay,1.1,,Energy,energy investments,72.0,M
2069,John Martin,1.1,United States,Healthcare,pharmaceuticals,67.0,M
2070,Yves-Loic Martin,1.1,,Healthcare,laboratory services,52.0,
2071,Satish Mehta,1.1,,Healthcare,pharmaceuticals,67.0,M
2072,Nikita Mishin,1.1,Russia,Logistics,"ports, railway transport",46.0,M
2073,Konstantin Nikolaev,1.1,,Logistics,"ports, railway transport",47.0,
2074,Simon Nixon,1.1,,Technology,price comparison website,50.0,M
2075,Michael O'Leary,1.1,,Service,Ryanair,57.0,
2076,Liora Ofer,1.1,,Finance and Investments,investments,64.0,F
2077,Roberto Ongpin,1.1,,Diversified,diversified,81.0,
2078,Niti Osathanugrah,1.1,Thailand,Finance and Investments,investments,44.0,M
2079,Frank Otto,1.1,Germany,Fashion & Retail,retail,60.0,M
2080,Gretel Packer,1.1,,Media & Entertainment,casinos,52.0,F
2081,Alberto Palatchi,1.1,,Fashion & Retail,wedding dresses,68.0,M
2082,Peng Jianhu,1.1,China,Media & Entertainment,tourism,61.0,M
2083,Lucy Peng,1.1,,Technology,e-commerce,45.0,F
2084,Andrei Rappoport,1.1,,Finance and Investments,investments,55.0,M
2085,Andrea Reimann-Ciardelli,1.1,,Fashion & Retail,consumer goods,61.0,F
2086,Igor Rotenberg,1.1,Russia,Diversified,"construction, real estate",45.0,
2087,Alan Rydge,1.1,,Real Estate,entertainment,66.0,M
2088,Chris Sacca,1.1,,Finance and Investments,venture capital investing,43.0,M
2089,Alexander Samwer,1.1,,Technology,tech investments,43.0,M
2090,Marc Samwer,1.1,,Technology,tech investments,47.0,
2091,Oliver Samwer,1.1,Germany,Technology,tech investments,44.0,M
2092,Neil Shen,1.1,Hong Kong,Finance and Investments,venture capital,50.0,M
2093,Albert Shigaboutdinov,1.1,,Diversified,"refinery, chemicals",65.0,M
2094,Shin Dong-Joo,1.1,,Fashion & Retail,retail,64.0,
2095,Yoshiko Shinohara,1.1,,Service,staffing,83.0,
2096,Analjit Singh,1.1,,Healthcare,healthcare,64.0,
2097,Stephen Smith,1.1,,Finance and Investments,finance and investments,67.0,M
2098,Michael Steinhardt,1.1,,Finance and Investments,finance,77.0,M
2099,Svein Stole,1.1,,Finance and Investments,investments,55.0,M
2100,Rustem Sulteev,1.1,,Energy,"refinery, chemicals",64.0,
2101,Julio Patricio Supervielle,1.1,,Finance and Investments,banking,61.0,M
2102,Min-Liang Tan,1.1,,Media & Entertainment,gaming,40.0,M
2103,Hary Tanoesoedibjo,1.1,Indonesia,Media & Entertainment,media,52.0,M
2104,Sukanto Tanoto,1.1,,Diversified,diversified,68.0,
2105,Tiong Hiew King,1.1,Malaysia,Diversified,"timber, media",83.0,M
2106,Laurie Tisch,1.1,United States,Diversified,"insurance, NFL team",67.0,F
2107,Steven Tisch,1.1,,Diversified,insurance,69.0,M
2108,James Truchard,1.1,United States,Technology,software,74.0,M
2109,Vardis Vardinoyannis,1.1,,Energy,oil and gas,85.0,M
2110,Murat Vargi,1.1,,Telecom,telecom,70.0,M
2111,Wan Lianbu,1.1,China,Manufacturing,fertilizers,52.0,M
2112,Wang Miaotong,1.1,,Automotive,auto parts,61.0,M
2113,Wang Zhenghua,1.1,China,Service,budget airline,74.0,M
2114,Wen Jianping,1.1,China,Service,sewage treatment,56.0,
2115,Myron Wentz,1.1,,Fashion & Retail,health products,78.0,M
2116,Xia Zuoquan,1.1,China,Automotive,automobiles,56.0,M
2117,Swift Xie,1.1,China,Technology,drones,,
2118,Yao Jinbo,1.1,,Technology,online marketplace,42.0,M
2119,Fatma Tuba Yazici,1.1,,Diversified,diversified,45.0,F
2120,Zhang Zhirong,1.1,,Diversified,"real estate, shipbuilding",49.0,M
2121,Zhao Yan,1.1,China,Diversified,"real estate, finance",51.0,
2122,Zhou Zongwen,1.1,China,Fashion & Retail,jewelry,61.0,M
2123,Raamdeo Agrawal,1.0,,Finance and Investments,financial services,61.0,
2124,Maurizio Billi,1.0,,Healthcare,generic drugs,60.0,M
2125,Sara Blakely,1.0,United States,Fashion & Retail,Spanx,47.0,F
2126,Pete Bodharamik,1.0,,Telecom,telecom,45.0,M
2127,Cao Kejian,1.0,China,Manufacturing,air compressors,56.0,
2128,Morris Chang,1.0,,Technology,semiconductors,86.0,
2129,Richard Chang,1.0,Taiwan,Real Estate,"real estate, electronics",71.0,M
2130,Chen Jianming,1.0,,Real Estate,real estate,62.0,
2131,Cho Yang-Rai,1.0,,Manufacturing,tire manufacturing,80.0,
2132,Yvon Chouinard,1.0,,Fashion & Retail,Patagonia,79.0,M
2133,Eduard Chukhlebov,1.0,,Metals & Mining,metallurgy,54.0,M
2134,Jack Cockwell,1.0,Canada,Finance and Investments,"Real Estate, Private Equity",77.0,
2135,John Collison,1.0,,Technology,Stripe,26.0,
2136,Patrick Collison,1.0,Ireland,Technology,Stripe,28.0,M
2137,Henry Davis,1.0,,Food and Beverage,beef processing,67.0,M
2138,Francois Feuillet,1.0,,Automotive,"motorhomes, RVs",69.0,M
2139,Susumu Fujita,1.0,,Media & Entertainment,internet media,45.0,
2140,Filaret Galchev,1.0,,Construction & Engineering,construction materials,55.0,M
2141,Yuri Gushchin,1.0,,Food and Beverage,"candy, real estate",73.0,M
2142,David Hall,1.0,United States,Automotive,automotive technology,66.0,
2143,He Simo,1.0,China,Manufacturing,power supply manufacturer,53.0,M
2144,Hon Kwok Lung,1.0,,Fashion & Retail,real estate,63.0,M
2145,Elie Horn,1.0,Brazil,Real Estate,real estate,74.0,M
2146,Huang Bingwen,1.0,Australia,Manufacturing,packaging,64.0,M
2147,Huang Xiaofen,1.0,,Technology,printed circuit boards,56.0,
2148,Masayuki Ishihara,1.0,,Gambling & Casinos,pachinko machines,69.0,M
2149,Tarang Jain,1.0,,Manufacturing,auto components,56.0,
2150,Jiang Wei,1.0,China,Healthcare,pharmaceuticals,56.0,
2151,Jiang Xuefei,1.0,China,Technology,printed circuit boards,48.0,
2152,David Kabiller,1.0,,Finance and Investments,investment management,54.0,M
2153,Morris Kahn,1.0,,Technology,software,88.0,
2154,"Anton Kathrein, Jr.",1.0,,Manufacturing,antennas,32.0,M
2155,Kim Dae-Il,1.0,South Korea,Technology,mobile gaming,38.0,M
2156,Michael Kim,1.0,,Finance and Investments,Investment,54.0,M
2157,Ihor Kolomoyskyy,1.0,,Diversified,"banking, investments",55.0,M
2158,Koo Bon-Sik,1.0,,Technology,electronics/household products,59.0,M
2159,Igor Kudryashkin,1.0,Russia,Metals & Mining,metallurgy,56.0,M
2160,Lev Kvetnoi,1.0,Russia,Finance and Investments,cement,52.0,
2161,Theodore Leonsis,1.0,United States,Sports,sports teams,62.0,M
2162,Lev Leviev,1.0,Israel,Metals & Mining,diamonds,62.0,M
2163,Liang Zhaoxian,1.0,,Manufacturing,appliances,53.0,M
2164,John Liew,1.0,United States,Finance and Investments,Investment Management,50.0,
2165,Paul Little,1.0,,Real Estate,"logistics, real estate",70.0,M
2166,Liu Fuhai,1.0,,Diversified,"textiles, energy",64.0,M
2167,Liu Jincheng,1.0,China,Technology,lithium batteries,53.0,M
2168,Liu Shaoxi,1.0,China,Real Estate,real estate,54.0,M
2169,Lu Weiding,1.0,,Diversified,diversified,47.0,
2170,Duncan Macmillan,1.0,United States,Finance and Investments,Bloomberg LP,80.0,M
2171,George Marcus,1.0,United States,Real Estate,real estate,76.0,M
2172,Bernardo Matte,1.0,,Manufacturing,paper,62.0,M
2173,Eliodoro Matte,1.0,,Manufacturing,paper,72.0,M
2174,Mi Enhua,1.0,China,Fashion & Retail,retail,60.0,M
2175,Lowell Milken,1.0,United States,Finance and Investments,investments,69.0,M
2176,Nirmal Minda,1.0,,Automotive,auto parts,60.0,M
2177,Martin Naughton,1.0,Ireland,Manufacturing,heating equipment,79.0,M
2178,Vadim Novinsky,1.0,,Metals & Mining,steel,55.0,
2179,Sergei Petrov,1.0,,Automotive,auto import and dealerships,63.0,
2180,Carolyn Rafaelian,1.0,,Fashion & Retail,jewelry,51.0,
2181,Lawrence Rossy,1.0,Canada,Fashion & Retail,dollar stores,75.0,M
2182,Alice Schwartz,1.0,United States,Manufacturing,biotech,91.0,F
2183,Martin Selig,1.0,United States,Real Estate,real estate,80.0,M
2184,Sathien Setthasit,1.0,,Food and Beverage,energy drinks,64.0,
2185,Evan Sharp,1.0,,Technology,Pinterest,34.0,
2186,Ravindra Kishore Sinha,1.0,,Service,security services,66.0,M
2187,Axel Stawski,1.0,,Real Estate,real estate,67.0,M
2188,Beny Steinmetz,1.0,,Metals & Mining,"mining, diamonds, real estate",62.0,M
2189,Dirk Stroeer,1.0,,Media & Entertainment,advertising,49.0,M
2190,Sun Shangchuan,1.0,China,Technology,electronics components,54.0,M
2191,Sam Tarascio,1.0,,Real Estate,real estate,73.0,M
2192,Robert Toll,1.0,United States,Real Estate,home building,77.0,M
2193,Surin Upatkoon,1.0,Thailand,Diversified,"telecom, lotteries, insurance",69.0,M
2194,Alexander Vik,1.0,,Finance and Investments,investments,63.0,M
2195,Peter-Alexander Wacker,1.0,Germany,Manufacturing,chemicals,66.0,M
2196,Wang Jianyi,1.0,,Technology,fiber optic cables,55.0,M
2197,V. Prem Watsa,1.0,Canada,Finance and Investments,"insurance, investments",67.0,M
2198,Sandy Weill,1.0,,Finance and Investments,Citigroup,85.0,M
2199,Wen Pengcheng,1.0,,Food and Beverage,agribusiness,55.0,M
2200,Wu Chung-Yi,1.0,Taiwan,Manufacturing,manufacturing,59.0,M
2201,Yang Jianxin,1.0,,Technology,apparel,49.0,M
2202,Yao Xinyi,1.0,China,Diversified,air conditioning,53.0,M
2203,Zhao Xiaoqiang,1.0,,Fashion & Retail,"fashion, entertainment",51.0,M
2204,Zhou Liangzhang,1.0,,Manufacturing,electrical equipment,55.0,M
2205,Zhu Xingming,1.0,China,Manufacturing,electrical equipment,51.0,M
2206,Zhuo Jun,1.0,Hong Kong,Manufacturing,printed circuit boards,52.0,F
2207,Olgun Zorlu,1.0,,Diversified,diversified,54.0,M
